Season,Tm07,Tm08,Tm09,Player,Player,Pos,GP,G,A,PTS,+/-,PIM,SOG,SPCT,SHFT,GWG,GTG,FOW,FOL,FO%,%Tm,PPG,PPA,SHG,SHA,ESG,ESA,PPG,PPA,SHG,SHA,ESG,ESA,ESGFA,PPGFA,SHGFA,ESGAA,PPGAA,SHGAA,MOIEH,MOIPP,MOISH,TMOI,BkS,Hits,MsS,GvA,TkA,BkS,Hits,MsS,GvA,TkA,AESMOI,ASHMOI,APPMOI,PLEH,PLPP,PLSH,PLT,MIEH,MIPP,MISH,MIT,PC,PC*,PCOEH,PCOPPP,PCOPPO,PCOSH,PCOSO,PCO,PCO*,PCDEH,PCDPP,PCDSHK,PCDSHO,PCD,PCD*,Def,Value,WiS Value,OGIT,DIT,RPM,Val OG,ValO,Val D,ValD,Tot,Date of Birth,City,Pr/St,Ctry,Ht,Wgt,Jersey,Shts,Rook,S-O,S-OG,S-OGW,Cap Cost,Nat
2007-08,LA,LA,LA,"Brown, Dustin ",Dustin Brown,RW/LW,78,33,27,60,-13,55,219,15.1%,,4,0,20,20,50.0%,0.9,12,10,2,2,19,15,12.4,10.3,4,4,19.9,15.7,2.41,8.07,2.02,3.25,0.41,9.29,1144.6,289.9,148.5,1583,23,311,80,62,26,0.9,11.8,3,2.3,1,14.7,1.9,3.7,46,39,5,90,62,2,23,87,80,101,27.8,16.1,11.4,5.2,11.5,72,91,2.8,0.7,1.3,3.2,7.9,10,31,2546993,"$2,677,608",34.7,32.1,-3.3,8.3,8.2,1.1,1.1,10.5,Nov 04 '84 ,Ithaca ,NY ,USA ,72,200,23,R ,,,,,"$1,175,000",0
2006-07,LA,LA,LA,"Gauthier, Gabe ",Gabe Gauthier,LW,5,0,0,0,-1,2,6,0.0%,72,0,0,11,12,47.8%,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21,0,1.58,0,0,38,11.8,0,49.7,0,3,3,0,0,0,3.6,3.6,0,0,7.6,0,2.4,0,2,0,2,1,0,0,1,-1,-38.7,-0.9,-0.6,0,0,0,-1.5,-60.8,0.6,0,0,-0.1,0.5,22,,,"$165,000",1,0.6,-0.7,-0.5,-16.3,-0.1,-3.3,-0.6,20 Jan '84 ,Torrance ,CA ,USA ,69,205,37,L ,Y ,0,0,0,,0
2007-08,LA,LA,LA,"Gauthier, Gabe ",Gabe Gauthier,C/LW,3,0,0,0,0,0,2,0.0%,,0,0,8,9,47.1%,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,21.4,1,3,0,1,0,2.8,8.4,0,2.8,0,7.1,0,0,0,0,0,0,0,0,0,0,0.3,31.8,-0.5,0,0.2,0,0,-0.3,-25.5,0.4,0,0,0.2,0.6,57.3,,,"$165,000",0.2,0.2,0,-0.1,-9.4,0,0,-0.1,Jan 20 '84 ,Torrance ,CA ,USA ,69,205,52,L ,Y ,,,,"$650,000",0
2006-07,LA,LA,LA,"Johnson, Jack ",Jack Johnson,D ,5,0,0,0,-5,18,5,0.0%,130,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,12.86,78.1,19.5,9.3,106.9,6,6,3,2,0,3.4,3.4,1.7,1.1,0,15.6,1.9,3.9,0,0,0,0,3,0,2,5,-2.4,-44.9,-0.6,-0.7,0.1,0,0,-1.3,-24.2,0.3,0.5,-0.3,-1.6,-1.1,-20.8,,,"$165,000",1.2,1.9,-4.5,-0.3,-4.4,-1,-14.7,-1.3,13 Jan '87 ,Indianapolis ,IN ,USA ,73,201,33,L ,Y ,0,0,0,,0
2007-08,LA,LA,LA,"Johnson, Jack ",Jack Johnson,D,74,3,8,11,-19,76,81,3.7%,,0,0,3,2,60.0%,0.1,0,0,0,0,3,8,0,0,0,0,2.7,7.2,2.17,3.23,1.3,3.21,0,6.49,1327.7,92.9,184.8,1605.5,136,84,32,62,23,5.1,3.1,1.2,2.3,0.9,17.9,2.5,1.3,48,5,4,57,71,0,20,91,13.6,16.9,2.9,-3.3,-0.1,-0.5,0,-1.1,-1.4,9.6,1.9,7.7,-4.6,14.7,18.3,22,165000,"$165,000",26.2,33.6,-9.8,-1.6,-1.7,-1.2,-1.3,-2.8,Jan 13 '87 ,Indianapolis ,IN ,USA ,73,201,3,L ,Y ,,,,"$2,150,000",0
2006-07,Edm,Edm,LA,"Stoll, Jarret ",Jarret Stoll,C ,51,13,26,39,2,48,115,11.3%,1238,2,0,501,400,55.6%,31.2,6,11,1,1,6,14,7.4,13.6,2.1,2.1,13.2,30.8,3.08,7.16,0.86,2.42,0.49,4.29,545,242.9,139.9,927.8,31,89,57,49,31,2,5.8,3.7,3.2,2,10.7,2.7,4.8,28,29,2,59,22,2,10,34,30.8,66.5,12,8.7,-0.4,1.9,-0.7,21.5,46.4,3.7,0.7,9.1,-4.2,9.3,20.1,50,2124816,"$3,416,371",24.1,18.7,10.3,3,4.6,3.8,5.8,6.8,24 Jun '82  ,Melville  ,SK  ,CAN  ,73,201,,R  ,N,0,0,0,,0
2007-08,Edm,Edm,LA,"Stoll, Jarret ",Jarret Stoll,C,81,14,22,36,-23,74,187,7.5%,,1,0,677,552,55.1%,27,8,13,3,1,3,8,7.6,12.4,3.8,1.3,4,10.6,1.53,7.42,1.03,3.05,0.76,6.42,904.1,315.2,233.8,1453.1,61,122,68,35,39,2.5,5,2.8,1.4,1.6,11.2,2.9,3.9,23,39,4,66,46,4,25,75,12.3,17,-7.8,12.1,-1.7,5.9,1.7,10,13.8,3.1,0.4,6.7,-7.9,2.3,3.2,25,186367,"$188,668",30.1,28.8,-15.4,0,0,-0.4,-0.4,-0.4,Jun 24 '82 ,Melville ,SK ,CAN ,73,210,16,R ,,,,,"$2,200,000",0
2007-08,,LA,LA,"Giuliano, Jeff ",Jeff Giuliano,LW/C,53,0,6,6,-9,14,30,0.0%,,0,0,108,131,45.2%,8.1,0,0,0,1,0,5,0,0,0,2.1,0,12.5,1.25,0,0.86,2.62,0,6.86,480.7,6,140,626.7,27,69,14,11,11,2.6,6.6,1.3,1.1,1.1,9.1,2.6,0.1,10,0,2,12,21,0,16,37,-0.3,-0.9,-6.3,-0.3,-2.2,-1,0,-9.7,-31.1,2.8,0,4.8,1.8,9.5,30.2,40,165000,"$165,000",9.6,13.2,-8.5,-2.5,-6.5,-0.9,-2.3,-3.3,Jun 20 '79 ,Nashua ,NH ,USA ,69,205,29,R ,,,,,"$475,000",0
2006-07,LA,,LA,"Piskula, Joe ",Joe Piskula,D ,5,0,0,0,-3,6,4,0.0%,81,0,0,0,0,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,46.9,0.7,2.4,49.9,2,4,0,1,0,2.4,4.8,0,1.2,0,9.4,0.5,0.1,0,0,0,0,3,0,0,3,-1.5,-58.2,-0.4,0,0,0,0,-0.4,-15.2,0.2,0,0.3,-1.6,-1.1,-43,,,"$165,000",0.9,1,-2.6,-0.2,-7.6,-0.6,-22.7,-0.8,05 Jul '84 ,Antigo ,WI ,USA ,75,214,,L ,Y ,0,0,0,,0
2006-07,LA,LA,LA,"Zeiler, John ",John Zeiler,RW,23,1,2,3,-2,22,12,8.3%,319,0,0,9,13,40.9%,1.6,0,0,0,0,1,2,0,0,0,0,6.2,12.3,0.92,0,0,1.54,0,0,194.7,2.7,0.3,197.7,8,46,8,6,1,2.4,14,2.4,1.8,0.3,8.5,0,0.1,3,0,0,3,5,0,0,5,-3.5,-35.8,-1,-0.1,0.1,0,0,-1,-10.4,3.1,0,0,-5.7,-2.5,-25.4,40,165000,"$165,000",3.1,3,-1,-0.4,-4,0,0,-0.4,21 Nov '82 ,Jefferson Hills ,PA ,USA ,72,193,73,R ,Y ,0,0,0,,0
2007-08,LA,LA,LA,"Zeiler, John ",John Zeiler,RW,36,0,1,1,-6,23,18,0.0%,,0,0,12,19,38.7%,1.5,0,0,0,0,0,1,0,0,0,0,0,4.1,0.61,0,0,1.83,0,0,295.7,2.3,7.4,305.3,14,102,8,7,7,2.8,20,1.6,1.4,1.4,8.2,0.2,0.1,3,0,0,3,9,0,0,9,-2.9,-19.3,-6,-0.1,2.2,-0.1,0,-4,-26.2,2.9,0,0.7,-2.5,1.1,6.9,39,165000,"$165,000",4.8,4.7,-4.8,-1.8,-11.4,-0.6,-3.8,-2.5,Nov 21 '82 ,Jefferson Hills ,PA ,USA ,72,193,73,R ,Y ,,,,"$543,750",0
2006-07,Dal,LA,LA,"Klemm, Jon ",Jon Klemm,D ,38,1,2,3,0,24,25,4.0%,690,0,0,0,0,0.0%,0,0,0,0,0,1,2,0,0,0,0,2.8,5.5,1.52,0,0,1.8,0,3.05,434.4,2.5,59,495.9,47,59,8,16,5,5.7,7.1,1,1.9,0.6,11.4,1.6,0.1,11,0,0,11,13,0,3,16,17.2,69.3,-0.1,-0.1,0.2,-0.2,0,-0.1,-0.4,13.9,0.1,5.6,-2.3,17.3,69.7,64,903963,"$1,950,657",8.1,10.5,-0.8,-0.8,-2.9,1.6,5.7,0.8,08 Jan '70 ,Cranbrook ,BC ,CAN ,74,205,42,R ,N,0,0,0,,0
2007-08,Dal,LA,LA,"Klemm, Jon ",Jon Klemm,D,22,0,0,0,-5,10,6,0.0%,,0,0,2,0,100.0%,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,1.31,3.41,0,11.78,193.6,1.5,45.8,240.9,22,34,2,6,2,5.5,8.5,0.5,1.5,0.5,8.8,2.1,0.1,5,0,1,6,11,0,9,20,-1.6,-13,-1.4,-0.1,0.4,-0.1,0,-1.2,-10.3,0.9,0,-0.6,-0.7,-0.3,-2.7,42,165000,"$165,000",4.5,7.3,-4.9,-0.9,-6.2,-1,-6.9,-1.9,Jan 08 '70 ,Cranbrook ,BC ,CAN ,74,205,25,R ,,,,,"$500,000",0
2006-07,LA,LA,LA,"Dallman, Kevin ",Kevin Dallman,D ,53,1,9,10,-13,12,76,1.3%,926,0,0,4,16,20.0%,0.6,0,3,0,0,1,6,0,7.1,0,0,2.3,13.5,2.14,3.79,0,3.61,0,0,531.7,126.8,20,678.4,32,38,41,21,6,2.8,3.4,3.6,1.9,0.5,10,0.4,2.4,19,8,0,27,32,0,0,32,16.2,47.7,3.3,-2.1,0.4,0,0,1.5,4.5,3.8,3.3,2.9,4.7,14.6,43.1,36,734051,"$1,135,702",15.1,14.4,-6,-0.2,-0.5,-0.2,-0.5,-0.5,26 Feb '81 ,Niagara Falls ,ON ,CAN ,71,195,38,R ,N,0,0,0,,0
2007-08,LA,LA,LA,"Dallman, Kevin ",Kevin Dallman,D,34,3,4,7,4,4,41,7.3%,,1,0,0,2,0.0%,0.1,0,1,0,0,3,3,0,11,0,0,8.8,8.8,1.91,6.63,0,1.17,2.21,0,409.3,27.2,1.7,438.2,26,42,32,14,6,3.6,5.8,4.4,1.9,0.8,12,0.1,0.8,13,3,0,16,8,1,0,9,21.8,99.3,5.7,-0.3,0.1,0,0,5.5,25.3,13.4,-0.4,0.2,3.1,16.2,74,54,1011740,"$2,440,079",7.6,7.4,6.4,1.1,4.7,2,8.6,3,Feb 26 '81 ,Niagara Falls ,ON ,CAN ,71,195,38,R ,,,,,"$477,500",0
2006-07,Det,LA,LA,"Calder, Kyle ",Kyle Calder,LW,19,5,9,14,6,22,42,11.9%,419,2,0,1,1,50.0%,0.2,1,3,0,0,4,6,5.7,17,0,0,19,28.5,3.8,5.66,0,2.14,1.13,0,252.8,53,18.9,324.7,19,39,41,36,27,3.5,7.2,7.6,6.7,5,13.3,1,2.8,16,5,0,21,9,1,0,10,15.3,94.2,8.9,1.7,0,-0.2,0,10.3,63.3,2.9,0,2.2,-0.1,5,30.9,,,"$165,000",7.6,6.2,2.9,1.5,7.6,1.1,5.5,2.7,05 Jan '79 ,Mannville ,AB ,CAN ,71,180,17,L ,N,1,0,0,,1
2006-07,Phi,LA,LA,"Calder, Kyle ",Kyle Calder,LW,59,9,12,21,-31,36,88,10.2%,1224,0,0,3,7,30.0%,,2,4,2,0,5,8,4.7,9.5,6,0,9.1,14.6,1.55,4.26,1.19,4.18,0.95,4.77,659.6,126.8,100.7,887.1,,,,,,0,0,0,0,0,11.2,1.7,2.1,17,9,2,28,46,2,8,56,7.8,17.5,1.3,0.4,-0.3,4.2,-1.2,4.4,9.9,-1.3,-0.1,6.2,-1.4,3.4,7.6,23,290186,"$403,309",18.4,17.8,-18.6,-1,-1.8,-2.5,-4.5,-3.5,,,,,,,,,,,,,,1
2006-07,Det,LA,LA,"Calder, Kyle ",Kyle Calder,LW,78,14,21,35,-25,58,130,10.8%,1643,2,0,4,8,33.3%,0.2,3,7,2,0,9,14,5,11.7,5,0,11.8,18.4,2.17,4.67,1,3.62,1,4.01,912.4,179.8,119.6,1211.8,19,39,41,36,27,0.9,1.9,2,1.8,1.3,11.7,1.5,2.3,33,14,2,49,55,3,8,66,23.1,38,10.2,2,-0.3,4,-1.2,14.7,24.2,1.6,-0.1,8.4,-1.5,8.4,13.8,17,290186,"$305,067",26,24,-15.7,-0.4,-0.5,-1.6,-2.1,-2,05 Jan '79 ,Mannville ,AB ,CAN ,71,180,17,L ,N,1,0,0,,2
2007-08,Det,LA,LA,"Calder, Kyle ",Kyle Calder,LW,65,7,13,20,-11,18,70,10.0%,,0,0,7,11,38.9%,0.4,3,3,0,0,4,10,4.5,4.5,0,0,7.5,18.7,1.87,5.97,25.35,2.71,0.9,0,641.5,201,2.4,844.9,13,26,29,38,11,0.9,1.8,2.1,2.7,0.8,9.9,0,3.1,20,20,1,41,29,3,0,32,8.6,20.3,2.2,-1.1,0.6,0.3,0,2,4.8,3.4,0.1,0.2,2.7,6.5,15.5,38,505799,"$638,085",18.8,14.4,-4.4,-1.1,-2.1,-0.1,-0.2,-1.2,Jan 05 '79 ,Mannville ,AB ,CAN ,71,180,19,L ,,,,,"$2,700,000",0
2006-07,Pho,LA,LA,"Nagy, Ladislav ",Ladislav Nagy,LW,55,8,33,41,-2,48,113,7.1%,1281,0,0,13,30,30.2%,,2,15,0,0,6,18,2.8,20.7,0,0,9.9,29.6,2.64,6.33,0,2.31,1.1,4.95,728.6,217.9,36.4,982.8,,,,,,0,0,0,0,0,13.2,0.7,4,32,23,0,55,28,4,3,35,47,95.7,12.2,6.1,0,-0.5,10.2,28.1,57.2,10.6,-0.1,3.7,4.7,18.9,38.5,40,892575,"$1,330,748",21.7,16.7,9.4,3.6,5.8,2.4,3.9,5.9,,,,,,,,,,,,,,1
2006-07,Dal,LA,LA,"Nagy, Ladislav ",Ladislav Nagy,LW,25,4,10,14,-3,6,33,12.1%,491,1,0,1,4,20.0%,1,2,5,0,0,2,5,7,17.4,0,0,7.6,18.9,2.27,7.68,0,2.27,0.7,0,316.9,86,0.5,403.4,17,40,54,62,36,2.5,5.9,8,9.2,5.4,12.7,0,3.4,12,11,0,23,12,1,0,13,13.5,67,0.7,4.1,0.2,0,2.8,7.8,38.9,2.5,0,0.1,3.1,5.7,28.1,65,801155,"$2,627,788",9.9,7.6,-2.8,0.3,1.2,0.5,2,0.7,01 Jun '79 ,Saca ,,SVK ,71,192,17,L ,N,6,4,4,,1
2006-07,Dal,LA,LA,"Nagy, Ladislav ",Ladislav Nagy,LW,80,12,43,55,-5,54,146,8.2%,1772,1,0,14,34,29.2%,1,4,20,0,0,8,23,3.9,19.7,0,0,9.2,26.4,2.53,6.71,0,2.3,0.99,4.88,1045.4,303.9,36.9,1386.2,17,40,54,62,36,0.7,1.7,2.3,2.7,1.6,13.1,0.5,3.8,44,34,0,78,40,5,3,48,60.5,87.3,12.9,10.2,0.2,-0.5,13,35.9,51.9,13.1,0,3.7,7.8,24.6,35.5,48,1693730,"$1,736,073",31.6,24.3,6.6,2.6,3,1.8,2.1,4.4,01 Jun '79 ,Saca ,0,SVK ,71,192,17,L ,N,6,4,4,,2
2007-08,Dal,LA,LA,"Nagy, Ladislav ",Ladislav Nagy,LW/RW,38,9,17,26,-2,18,78,11.5%,,1,0,44,39,53.0%,3.8,2,10,0,0,7,7,5.4,26.9,0,0,20.4,20.4,2.77,7,0,2.77,1.08,43.9,411.5,111.5,1.4,524.3,11,28,30,13,7,1.3,3.2,3.4,1.5,0.8,10.8,0,2.9,19,13,0,32,19,2,1,22,20.5,78.4,11.1,7.1,1.1,0,0,19.3,73.5,2.1,0,-0.4,-0.4,1.3,4.9,45,1142740,"$2,465,913",12.8,10.3,2.7,3.8,11.9,0.9,2.8,4.7,Jun 01 '79 ,Saca ,,SVK ,71,192,47,L ,,,,,"$3,750,000",0
2006-07,Det,Det,LA,"Ellis, Matt ",Matt Ellis,LW,16,0,0,0,-1,6,22,0.0%,155,0,0,23,25,47.9%,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,1.36,0,0,88.2,0.3,1,89.4,1,8,2,2,2,0.7,5.4,1.3,1.3,1.3,5.5,0.1,0,1,0,0,1,2,0,0,2,-1.8,-39.3,-2.3,0,0,0,0,-2.3,-51,1.5,0,0.1,-1,0.5,11.7,,,"$165,000",1.8,1.7,-1.5,-0.9,-19.9,0,0,-0.9,31 Aug '81 ,Welland ,ON ,CAN ,72,188,,L ,Y ,0,0,0,,0
2007-08,Det,Det,LA,"Ellis, Matt ",Matt Ellis,LW,35,2,4,6,1,12,28,7.1%,,,,43,44,49.4%,,,,,,,,0,0,0,0,0,0,2.57,0,0,2.24,0,0,187.1,0.4,0.9,188.4,,,,,,0,0,0,0,0,5.3,0,0,8,0,0,8,7,0,0,7,3.3,34.7,4.1,0,-0.6,0,0,3.5,36.9,1.9,0,0.1,-2.3,-0.2,-2.2,69,650777,"$1,524,678",,,,,,,,,,,,,,,,,,,,,"$475,000",1
2007-08,Det,LA,LA,"Ellis, Matt ",Matt Ellis,LW,19,,,,2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1.24,0,1.33,0.93,0,6.64,193.5,2.3,45.2,240.9,,,,,,0,0,0,0,0,10.2,2.4,0.1,4,0,1,5,3,0,5,8,0,0.2,-3.3,-0.1,-1,2,0,-2.4,-20.2,2.8,0,1.6,-1.9,2.4,20.3,,,"$165,000",,,,,,,,,,,,,,,,,,,,,"$475,000",1
2007-08,Det,LA,LA,"Ellis, Matt ",Matt Ellis,LW,54,3,5,8,3,26,66,4.5%,,1,0,53,61,46.5%,3.8,0,0,1,0,2,5,0,0,6.5,0,6.3,15.8,1.89,0,1.3,1.58,0,6.52,380.6,2.7,46,429.3,16,28,21,9,17,2.2,3.9,2.9,1.3,2.4,7,0.9,0.1,12,0,1,13,10,0,5,15,3.3,15.3,0.8,-0.1,-1.6,1.9,0,1,4.9,4.7,0,1.7,-4.2,2.2,10.4,61,519835,"$789,379",8.6,9.5,0.7,-0.9,-3.8,0.9,3.8,0,Aug 31 '81 ,Welland ,ON ,CAN ,72,207,8,L ,,,,,"$475,000",2
2006-07,Edm,Edm,LA,"Greene, Matt ",Matt Greene,D ,78,1,9,10,-22,109,52,1.9%,1740,0,0,0,0,0.0%,0,0,1,0,1,1,7,0,27.8,0,1.4,1,7.3,1.88,5.56,0.56,3.09,0,5.58,1146.9,10.8,215.2,1372.9,143,135,44,69,41,6.2,5.9,1.9,3,1.8,14.7,2.8,0.1,36,1,2,39,59,0,20,79,26.6,38.7,-1.2,0.4,-0.5,0.6,0,-0.8,-1.2,14.4,0.5,12.9,-0.3,27.4,39.9,23,165000,"$165,000",23.1,33.2,-11.6,-1.8,-2.3,0.6,0.8,-1.3,13 May '83 ,Grand Ledge ,MI ,USA ,75,223,2,R ,N,0,0,0,,0
2007-08,Edm,Edm,LA,"Greene, Matt ",Matt Greene,D,46,0,1,1,-3,53,28,0.0%,,0,0,0,0,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,1.9,1.98,0,0.47,2.36,0,6.57,636.5,3.9,127.8,768.2,78,64,25,32,6,6.1,5,2,2.5,0.5,13.8,2.8,0.1,21,0,1,22,25,0,14,39,8.4,22,-4.2,-0.1,0.3,-0.3,0,-4.3,-11.3,9.6,0.1,4.2,-1.1,12.8,33.3,40,165000,"$165,000",11.5,18,-1.9,-2.1,-4.7,0.9,2,-1.1,May 13 '83 ,Grand Ledge ,MI ,USA ,75,233,2,R ,,,,,"$1,150,000",0
2007-08,,LA,LA,"Moulson, Matt ",Matt Moulson,LW,22,5,4,9,2,4,35,14.3%,,0,0,1,3,25.0%,0.3,0,0,0,0,5,4,0,0,0,0,24.6,19.7,2.95,0,0,2.46,0,9.59,243.8,9.4,12.5,265.7,21,14,5,3,5,4.7,3.2,1.1,0.7,1.1,11.1,0.6,0.4,12,0,0,12,10,0,2,12,11.5,86.7,8.7,-0.5,0.3,-0.2,0,8.4,63.1,1.6,0,0.1,1.4,3.1,23.6,51,766899,"$2,858,442",5.4,5.8,3.9,1.2,8.3,0.9,6.3,2.1,Nov 01 '83 ,North York ,ON ,CAN ,73,210,28,L ,Y ,,,,"$477,500",0
2006-07,Chi,LA,LA,"Handzus, Michal ",Michal Handzus,C ,8,3,5,8,4,6,9,33.3%,222,0,0,89,84,51.4%,33.5,1,3,0,0,2,2,7.2,21.6,0,0,23.6,23.6,4.71,8.63,0,2.95,0,4.93,101.9,41.7,24.3,167.9,6,8,6,1,4,2.1,2.9,2.1,0.4,1.4,12.7,3,5.2,8,6,0,14,5,0,2,7,7.9,93.9,3.5,2.8,-0.1,-0.3,0,5.9,70.4,0.5,0.1,1.2,0.1,2,23.5,,,"$165,000",5.5,3.8,5.5,0.5,4.3,1.2,10.3,1.7,11 Mar '77 ,Banska Bystrica ,,SVK ,77,217,,L ,N,0,0,0,,0
2007-08,Chi,LA,LA,"Handzus, Michal ",Michal Handzus,C,82,7,14,21,-21,45,89,7.9%,,0,0,532,635,45.6%,25.4,0,1,3,1,4,12,0,13.3,3.9,1.3,4.8,14.5,1.51,5.31,1.55,3.14,0,7.23,994.7,22.6,232.5,1249.7,55,69,20,41,25,2.6,3.3,1,2,1.2,12.1,2.8,0.3,25,2,6,33,52,0,28,80,13.5,21.6,-2.6,0,-1.8,5.5,0,1.1,1.7,3.2,0.1,6.1,3,12.4,19.9,26,165000,"$165,000",20.7,27.2,-17.7,-1.7,-2.3,-1.8,-2.4,-3.5,Mar 11 '77 ,Banska Bystrica ,,SVK ,77,217,26,L ,,,,,"$4,000,000",0
2006-07,LA,LA,LA,"O'Sullivan, Patrick ",Patrick O'Sullivan,C ,44,5,14,19,-6,14,92,5.4%,854,1,0,59,68,46.5%,5,2,7,0,0,3,7,4.2,14.7,0,0,8.1,18.9,1.89,7.14,0,2.57,0,5.61,443.9,142.9,32.1,618.9,10,23,53,21,9,1,2.2,5.1,2,0.9,10.1,0.7,3.2,14,17,0,31,19,0,3,22,11.8,38,0.7,2.7,0.4,-0.4,-0.8,2.6,8.5,3.8,0.4,1.8,3.1,9.1,29.5,42,431808,"$804,733",13.1,10.2,-0.8,0.2,0.5,0.6,1.5,0.8,01 Feb '85 ,Winston-Salem ,NC ,USA ,71,190,,L ,Y ,2,0,0,,0
2007-08,LA,LA,LA,"O'Sullivan, Patrick ",Patrick O'Sullivan,C/RW,82,22,31,53,-8,36,220,10.0%,,2,0,203,258,44.0%,10,3,7,3,2,16,22,4.5,10.5,4.2,2.8,17.2,23.6,2.9,5.11,1.39,3.6,0,8.6,1118,199.5,216.3,1533.8,45,95,97,61,38,1.8,3.7,3.8,2.4,1.5,13.6,2.6,2.4,54,17,5,76,67,0,31,98,63.6,82.9,26.8,2.5,-1.6,6.8,14.4,48.9,63.8,1.1,0.6,2.9,10.1,14.7,19.2,39,2062423,"$2,062,423",31.6,35.7,0,5.8,5.9,1.7,1.7,9.4,Feb 01 '85 ,Winston ,NC ,USA ,71,190,12,L ,,,,,"$850,800",0
2006-07,LA,LA,LA,"Harrold, Peter ",Peter Harrold,D ,12,0,2,2,0,8,11,0.0%,248,0,0,0,1,0.0%,0.1,0,0,0,0,0,2,0,0,0,0,0,16.4,2.05,0,0,1.64,1.79,25.9,146.5,33.6,2.3,182.5,10,0,8,11,1,3.3,0,2.6,3.6,0.3,12.2,0.2,2.8,5,0,0,5,4,1,1,6,3.7,40.5,0.9,-1.2,0.1,0,0,-0.2,-2,5.5,-0.6,-0.5,-0.6,3.9,42.5,,,"$165,000",2.5,3.2,1.2,0,0,0.5,4.6,0.6,08 Jun '83 ,Kirtland Hills ,OH ,USA ,71,195,49,R ,Y ,0,0,0,,0
2007-08,LA,LA,LA,"Harrold, Peter ",Peter Harrold,D,25,2,3,5,3,2,16,12.5%,,0,0,1,1,50.0%,0.1,0,0,0,0,2,3,0,0,0,0,6.2,9.3,2.79,0,0,2.33,0,0,387.1,9.7,12.9,409.7,13,7,4,15,6,1.9,1,0.6,2.2,0.9,15.5,0.5,0.4,18,0,0,18,15,0,0,15,16.5,80.6,3.4,-0.3,1.3,0,0,4.3,21.2,7.1,0.2,1.5,3.4,12.2,59.4,53,791471,"$2,596,025",6.9,8.2,6.4,0.4,1.9,1.9,8.8,2.4,Jun 08 '83 ,Kirtland Hills ,OH ,USA ,71,195,5,R ,Y ,,,,"$500,000",0
2006-07,LA,LA,LA,"Ivanans, Raitis ",Raitis Ivanans,LW,66,4,4,8,-12,140,37,10.8%,730,0,0,0,1,0.0%,0,0,0,0,0,4,4,0,0,0,0,10.5,10.5,1.32,0,0,2.9,0,0,455.2,5,0.6,460.8,10,101,18,10,5,1.3,13.2,2.3,1.3,0.7,6.9,0,0.1,10,0,0,10,22,0,0,22,-12.3,-53.6,0.7,-0.3,0.3,0,0,0.7,3,3.3,0,0.1,-16.5,-13,-56.6,18,165000,"$165,000",10.5,10.2,-7.9,-2,-8.6,-0.7,-3,-2.7,01 Jan '79  ,Riga  , ,LVA  ,75,263,,L  ,N,0,0,0,,0
2007-08,LA,LA,LA,"Ivanans, Raitis ",Raitis Ivanans,LW,73,6,2,8,-10,134,48,12.5%,,0,0,0,0,0.0%,0,0,0,0,0,6,2,0,0,0,0,13.3,4.4,1.55,0,0,2.66,0,0,540.6,5.3,1.6,547.6,11,139,6,19,4,1.2,15.2,0.7,2.1,0.4,7.4,0,0.1,14,0,0,14,24,0,0,24,-7,-25.6,2.2,-0.3,-0.9,0,0,1.1,3.9,3,0,0.2,-11.3,-8.1,-29.4,23,165000,"$165,000",11.9,11.8,-6.1,-1.9,-6.9,-0.6,-2.2,-2.5,Jan 03 '79 ,Riga ,,LVA ,75,263,41,L ,,,,,"$475,000",0
2006-07,LA,LA,LA,"Thornton, Scott ",Scott Thornton,LW,58,7,6,13,-15,85,65,10.8%,1083,0,0,84,61,57.9%,4.3,0,1,1,1,6,4,0,22.6,2.6,2.6,12.2,8.2,1.53,4.52,1.02,3.16,4.52,7.14,588,13.3,117.6,718.9,32,49,16,17,10,2.7,4.1,1.3,1.4,0.8,10.1,2,0.2,15,1,2,18,31,1,14,46,9.2,25.6,1,0,0.5,1.7,0,3.2,8.8,3.3,-0.2,4.5,-1.6,6.1,16.8,22,165000,"$165,000",13.6,16.4,-9.4,-1.6,-3.8,-0.6,-1.4,-2.2,09 Jan '71 ,London ,ON ,CAN ,75,220,,L ,N,0,0,0,,0
2007-08,LA,LA,LA,"Thornton, Scott ",Scott Thornton,LW,47,5,3,8,1,39,35,14.3%,,1,0,18,22,45.0%,1.5,0,0,0,0,5,3,0,0,0,0,14.9,8.9,2.23,0,87.8,2.23,0,0,403.9,8.9,0.7,413.4,14,49,19,24,7,2,7.1,2.8,3.5,1,8.6,0,0.2,15,0,1,16,15,0,0,15,4.2,20.3,3.6,-0.4,0.7,0.3,0,4.3,20.8,3.1,0,0.1,-3.3,-0.1,-0.5,44,802211,"$1,399,602",8.8,8.7,4.2,-0.7,-3.3,1.1,5.2,0.4,Jan 09 '71 ,London ,ON ,CAN ,75,220,27,L ,,,,,"$1,500,000",0
